NumericValue,Acronym,RegionType,MajorRegionColor,SubRegionColor,DissectionRegionColor,MajorRegion,SubRegion,OverlapStructures,OverlapRatio,Slice,SliceWidth,CCFSliceStart,CEMBA3CID,CEMBAID,CEMBAv1,AIBSRegionName,AIBSSMARTStructure,Note
118,MY-4,CEMBA,#66458d,#66458d,#bd52d3,HB,MY,"MY,SPVC,MDRN,SPVI,IRN,NTS,LRN,PARN,XII,DCN,IO,ECU,DMX,Pa5,GRN,AP","MY:20,SPVC:13,MDRN:19,SPVI:10,IRN:8,NTS:5,LRN:5,PARN:4,XII:3,DCN:3,IO:2,ECU:2,DMX:1,Pa5:1,GRN:1,AP:1",18,600,,18B3C,18B,FALSE,,,
119,TH-6,CEMBA,#9f4026,#9f4026,#ff7f6e,TH,TH,"VENT,LAT,RT,ATN,GENd,GENv,ILM,EPI,TH","VENT:30,LAT:37,RT:10,ATN:7,GENd:8,GENv:3,ILM:2,EPI:1,TH:1",9,600,,10E3C,9Kb,FALSE,,,
120,Cortex-1,CEMBA_3C,#5fc636,#9d5d24,#9d5d24,Isocortex,Isocortex,"MOs,FRP,ORBl,ORBvl,ORBm,PL,ACAd,ILA,MOp","MOs:54,FRP:5,ORBl:7,ORBvl:7,ORBm:9,PL:8,ACAd:3,ILA:1,MOp:7",2,1200,,2A3C,2A3C,FALSE,,,
121,MOB,CEMBA_3C,#d9442d,#d9442d,#d9442d,OLF,MOB,"MOB,AON,OLF,AOB,TT,PIR","MOB:25,AON:47,OLF:12,AOB:3,TT:9,PIR:4",2,1200,,2B3C,2B3C,FALSE,,,
122,Cortex-2,CEMBA_3C,#5fc636,#e09132,#e09132,Isocortex,Isocortex,"PL,ACAd,ILA,ACAv,MOs,MOp,SSp,GU","PL:7,ACAd:9,ILA:3,ACAv:5,MOs:23,MOp:37,SSp:13,GU:2",4,1200,,4A3C,4A3C,FALSE,,,
123,Cortex-3,CEMBA_3C,#5fc636,#3a7b6a,#3a7b6a,Isocortex,Isocortex,"AId,AIv,CLA,PIR","AId:24,AIv:18,CLA:2,PIR:56",4,1200,,4B3C,4B3C,FALSE,,,
124,CNU-1,CEMBA_3C,#6c3fd5,#3d4083,#3d4083,CNU,CNU,"ACB,AON,OLF,SI,OT,TT,CP","ACB:37,AON:9,OLF:5,SI:2,OT:1,TT:1,CP:45",4,1200,,4C3C,4C3C,FALSE,,,
125,CNU-2,CEMBA_3C,#6c3fd5,#af9bd5,#af9bd5,CNU,CNU,"LS,STR,TT,OLF,DP,SH,SI,OT,MSC,PAL","LS:23,STR:20,TT:7,OLF:4,DP:4,SH:1,SI:21,OT:8,MSC:10,PAL:2",4,1200,,4D3C,4D3C,FALSE,,,
126,Cortex-4,CEMBA_3C,#5fc636,#6e5e2f,#6e5e2f,Isocortex,Isocortex,"ACAv,ACAd,SSp,MOp,SSs,GU,MOs,VISC","ACAv:7,ACAd:7,SSp:50,MOp:16,SSs:15,GU:3,MOs:1,VISC:2",6,1200,,6A3C,6A3C,FALSE,,,
127,Cortex-5,CEMBA_3C,#5fc636,#53be8f,#53be8f,Isocortex,Isocortex,PIR,PIR:100,6,1200,,6B3C,6B3C,FALSE,,,
128,CNU-3,CEMBA_3C,#6c3fd5,#4632a1,#4632a1,CNU,CNU,"CP,ACB","CP:93,ACB:7",6,1200,,6C3C,6C3C,FALSE,,,
129,CNU-4,CEMBA_3C,#6c3fd5,#9371de,#9371de,CNU,CNU,"SI,ACB,BST,MSC,PAL,LPO,HY,MA,PS,STR,MPO,LS,SF,GPe,TRS,MPN,PVpo,VLPO,AVPV,ADP,VMPO","SI:20,ACB:4,BST:12,MSC:5,PAL:3,LPO:2,HY:4,MA:3,PS:1,STR:1,MPO:4,LS:26,SF:4,GPe:1,TRS:3,MPN:3,PVpo:1,VLPO:1,AVPV:1,ADP:1,VMPO:1",6,1200,,6D3C,6D3C,FALSE,,,
130,Cortex-6,CEMBA_3C,#5fc636,#bebb38,#bebb38,Isocortex,Isocortex,"ACAv,ACAd,MOs,RSPv,RSPd,RSPagl,SSp,SSs","ACAv:2,ACAd:2,MOs:1,RSPv:4,RSPd:4,RSPagl:2,SSp:59,SSs:26",8,1200,,8A3C,8A3C,FALSE,,,
131,Cortex-7,CEMBA_3C,#5fc636,#55b659,#55b659,Isocortex,Isocortex,"PIR,VISC,AIp","PIR:64,VISC:21,AIp:15",8,1200,,8B3C,8B3C,FALSE,,,
132,CNU-5,CEMBA_3C,#6c3fd5,#6c3fd5,#6c3fd5,CTXsp,"CTXsp,CNU","GPe,SI,PAL,CP,AAA,STR,EPv,BMAa,MEA,CEA,NLOT,FS,CTXsp,COA,EPd,BLAa,IA,LA","GPe:13,SI:5,PAL:1,CP:8,AAA:4,STR:7,EPv:7,BMAa:9,MEA:13,CEA:14,NLOT:4,FS:1,CTXsp:2,COA:1,EPd:1,BLAa:6,IA:2,LA:1",8,1200,,8C3C,8C3C,FALSE,,,
133,HPF-1,CEMBA_3C,#60a3cc,#60a3cc,#60a3cc,HPF,HIP,"CA,DG","CA:72,DG:28",8,1200,,8D3C,8D3C,FALSE,,,
134,TH-1,CEMBA_3C,#c74ae5,#c74ae5,#c74ae5,TH,TH,"ATN,MTN,TH,MED,ILM,EPI,RT,VENT,LAT","ATN:23,MTN:11,TH:3,MED:14,ILM:6,EPI:3,RT:13,VENT:24,LAT:3",8,1200,,8E3C,8E3C,FALSE,,,
135,HY-1,CEMBA_3C,#c74ae5,#702975,#702975,HY,HY,"HY,LHA,AHN,BST,LPO,PVH,MPN,SBPV,RCH,ZI,SCH,MPO,PVa,SO,PeF,PVpo,PVi,VMH,TU,PVHd,ARH,DMH","HY:23,LHA:21,AHN:12,BST:3,LPO:3,PVH:3,MPN:2,SBPV:2,RCH:2,ZI:6,SCH:1,MPO:1,PVa:1,SO:1,PeF:4,PVpo:1,PVi:2,VMH:5,TU:4,PVHd:2,ARH:2,DMH:1",8,1200,,8F3C,8F3C,FALSE,,,
136,Cortex-8,CEMBA_3C,#5fc636,#80a23b,#80a23b,Isocortex,Isocortex,"RSPv,RSPd,RSPagl,VISa,SSp,VISam,VISrl,SSs,AUDd,AUDv,AUDp,VISp,VISpm,VISal","RSPv:10,RSPd:8,RSPagl:4,VISa:9,SSp:19,VISam:5,VISrl:5,SSs:11,AUDd:7,AUDv:7,AUDp:8,VISp:2,VISpm:1,VISal:1",10,1200,,10A3C,10A3C,FALSE,,,
137,Cortex-9,CEMBA_3C,#5fc636,#427430,#427430,Isocortex,Isocortex,"PIR,TEa,ECT,VISC,AIp,PERI,MEA,LA,BLAv,CP,BLAa,BMAp,STR,BLAp,CEA,BMAa,EPv,PA,EPd,IA,CTXsp,ENT","PIR:18,TEa:7,ECT:5,VISC:4,AIp:3,PERI:2,MEA:13,LA:6,BLAv:4,CP:4,BLAa:4,BMAp:4,STR:3,BLAp:3,CEA:4,BMAa:2,EPv:2,PA:1,EPd:1,IA:1,CTXsp:1,ENT:8",10,1200,,10B3C,10B3C,FALSE,,,
138,HPF-2,CEMBA_3C,#60a3cc,#455f87,#455f87,HPF,HIP,"CA,FC,DG","CA:54,FC:1,DG:45",10,1200,,10C3C,10C3C,FALSE,,,
139,HPF-3,CEMBA_3C,#60a3cc,#577fd8,#577fd8,HPF,HIP,"CA,DG,HPF","CA:97,DG:2,HPF:1",10,1200,,10D3C,10D3C,FALSE,,,
140,TH-2,CEMBA_3C,#c74ae5,#9d38ac,#9d38ac,TH,TH,"MED,VENT,LAT,EPI,TH,MTN,ILM,SPF,SPA,RT,GENv,GENd,MB,MRN,PRT,PAG,ATN","MED:7,VENT:21,LAT:20,EPI:3,TH:4,MTN:2,ILM:7,SPF:1,SPA:1,RT:3,GENv:4,GENd:7,MB:6,MRN:2,PRT:8,PAG:3,ATN:2",10,1200,,10E3C,10E3C,FALSE,,,
141,HY-2,CEMBA_3C,#c74ae5,#906090,#906090,HY,HY,"HY,LHA,ZI,PH,DMH,TU,VMH,ARH,STN,PVi,PSTN,ME,PMv,MBO,MB,SNr,mfbs,VTA,SNc","HY:14,LHA:12,ZI:11,PH:12,DMH:6,TU:5,VMH:5,ARH:3,STN:4,PVi:2,PSTN:3,ME:1,PMv:1,MBO:3,MB:12,SNr:4,mfbs:2,VTA:1,SNc:1",10,1200,,10F3C,10F3C,FALSE,,,
142,Cortex-10,CEMBA_3C,#5fc636,#8da976,#8da976,Isocortex,Isocortex,"RSPv,RSPd,RSPagl,VISpm,VISp,VISal,VISrl,VISl,AUDpo,VISli,TEa,AUDp,AUDv,DG,CA,ECT,PERI,VISpor","RSPv:12,RSPd:6,RSPagl:3,VISpm:5,VISp:22,VISal:4,VISrl:1,VISl:5,AUDpo:2,VISli:2,TEa:10,AUDp:5,AUDv:4,DG:8,CA:6,ECT:4,PERI:2,VISpor:1",12,1200,,12A3C,12A3C,FALSE,,,
143,HPF-4,CEMBA_3C,#5fc636,#5fc636,#5fc636,HPF,RHP,"ENT,PERI,CA,DG,TR,COA,ProS,SUB,POST,HATA,PRE","ENT:21,PERI:1,CA:43,DG:14,TR:2,COA:1,ProS:6,SUB:5,POST:3,HATA:2,PRE:1",12,1200,,12B3C,12B3C,FALSE,,,
144,MB-1,CEMBA_3C,#c74ae5,#d774c5,#d774c5,MB,MB,"SCm,MB,PRT,SCs,MRN,PAG,RN,RR","SCm:26,MB:11,PRT:9,SCs:9,MRN:25,PAG:12,RN:6,RR:1",12,1200,,12C3C,12C3C,FALSE,,,
145,HB-1,CEMBA_3C,#de4478,#5b2a4a,#5b2a4a,HB,HB,"SNr,MB,VTA,SNc,MRN,MT,PG,P,PRNr,TRN,NLL,CS","SNr:23,MB:7,VTA:6,SNc:3,MRN:2,MT:1,PG:22,P:13,PRNr:12,TRN:6,NLL:3,CS:2",12,1200,,12D3C,12D3C,FALSE,,,
146,Cortex-11,CEMBA_3C,#5fc636,#2d4820,#2d4820,Isocortex,Isocortex,"VISp,VISpor,VISl,VISpl,VISli,TEa,SUB,ENT,HPF,IC,MB,SCm,SCs","VISp:18,VISpor:8,VISl:4,VISpl:1,VISli:1,TEa:1,SUB:5,ENT:37,HPF:1,IC:16,MB:2,SCm:3,SCs:2",14,1200,,14A3C,14A3C,FALSE,,,
147,MB-2,CEMBA_3C,#c74ae5,#da3db3,#da3db3,MB,MB,"SCm,SCs,PAG,RAmb,MB,FL,CUL,SIM,CB,PFL","SCm:31,SCs:13,PAG:23,RAmb:1,MB:1,FL:9,CUL:9,SIM:9,CB:3,PFL:1",14,1200,,14B3C,14B3C,FALSE,,,
148,HB-2,CEMBA_3C,#de4478,#9a3459,#9a3459,HB,HB,"PRNr,CS,P,NLL,P5,TRN,SUT,V,PRNc,PB,SOC,PG,PC5,PAG,MRN,PPN,LDT,MB,PCG,CUN,RAmb,RPO,PSV","PRNr:16,CS:4,P:17,NLL:2,P5:3,TRN:4,SUT:2,V:3,PRNc:16,PB:6,SOC:7,PG:1,PC5:1,PAG:3,MRN:2,PPN:2,LDT:1,MB:1,PCG:1,CUN:1,RAmb:1,RPO:1,PSV:6",14,1200,,14C3C,14C3C,FALSE,,,
149,CB-1,CEMBA_3C,#c65c4e,#c65c4e,#c65c4e,CB,CB,"SIM,PFL,CENT,AN,CUL,IC,FL,MB,CB,DN,COPY,IP,PRM,FN,NOD","SIM:15,PFL:19,CENT:15,AN:15,CUL:15,IC:8,FL:3,MB:2,CB:1,DN:1,COPY:1,IP:2,PRM:1,FN:1,NOD:1",16,1200,,16A3C,16A3C,FALSE,,,
150,HB-3,CEMBA_3C,#de4478,#d28b9e,#d28b9e,HB,HB,"GRN,MY,VII,PARN,VNC,CN,IRN,P,PCG,SPVO,PRNc,PB,PSV,MARN,NI,PPY,PGRN,PHY,NTS","GRN:11,MY:12,VII:6,PARN:8,VNC:15,CN:8,IRN:8,P:3,PCG:3,SPVO:6,PRNc:2,PB:3,PSV:2,MARN:3,NI:1,PPY:1,PGRN:4,PHY:1,NTS:1",16,1200,,16B3C,16B3C,FALSE,,,
151,CB-2,CEMBA_3C,#c65c4e,#703127,#703127,CB,CB,"CUL,AN,DEC,PRM,NOD,SIM,COPY,PFL,FN,IP,UVU,CB,PYR,FOTU","CUL:9,AN:28,DEC:14,PRM:16,NOD:6,SIM:4,COPY:7,PFL:2,FN:1,IP:1,UVU:6,CB:1,PYR:3,FOTU:2",18,1200,,18A3C,18A3C,FALSE,,,
152,HB-4,CEMBA_3C,#de4478,#de4478,#de4478,HB,HB,"SPVI,MY,GRN,IRN,PARN,VNC,NTS,PGRN,IO,LRN,PHY,MARN,ECU,DMX,XII,Pa5,DCN,SPVC,MDRN","SPVI:14,MY:17,GRN:6,IRN:9,PARN:7,VNC:6,NTS:5,PGRN:3,IO:3,LRN:4,PHY:1,MARN:1,ECU:1,DMX:1,XII:2,Pa5:1,DCN:2,SPVC:6,MDRN:9",18,1200,,18B3C,18B3C,FALSE,,,
153,HPF-1,CEMBA_3C,#60a3cc,#60a3cc,#60a3cc,HPF,HIP,"CA,FC","CA:99,FC:1",8,1200,,8D3C,8E,FALSE,,,Separate snm3C-seq dissections combined from previous projects
154,HPF-1,CEMBA_3C,#60a3cc,#60a3cc,#60a3cc,HPF,HIP,"DG,CA","DG:90,CA:10",8,1200,,8D3C,8J,FALSE,,,Separate snm3C-seq dissections combined from previous projects
155,HPF-2,CEMBA_3C,#60a3cc,#455f87,#455f87,HPF,HIP,"CA,FC","CA:98,FC:2",10,1200,,10C3C,9H,FALSE,,,Separate snm3C-seq dissections combined from previous projects
156,HPF-2,CEMBA_3C,#60a3cc,#455f87,#455f87,HPF,HIP,DG,DG:100,10,1200,,10C3C,9J,FALSE,,,Separate snm3C-seq dissections combined from previous projects
157,HPF-3,CEMBA_3C,#60a3cc,#577fd8,#577fd8,HPF,HIP,"CA,DG,HPF","CA:97,DG:2,HPF:1",10,1200,,10D3C,10E,FALSE,,,Separate snm3C-seq dissections combined from previous projects
158,HPF-2,CEMBA_3C,#60a3cc,#455f87,#455f87,HPF,HIP,DG,DG:100,10,1200,,10C3C,10F,FALSE,,,Separate snm3C-seq dissections combined from previous projects
159,HPF-4,CEMBA_3C,#5fc636,#5fc636,#5fc636,HPF,HIP,"CA,DG","CA:95,DG:5",12,1200,,12B3C,11E,FALSE,,,Separate snm3C-seq dissections combined from previous projects
160,Cortex-10,CEMBA_3C,#5fc636,#8da976,#8da976,HPF,HIP,"DG,CA","DG:60,CA:40",12,1200,,12A3C,11F,FALSE,,,Separate snm3C-seq dissections combined from previous projects
161,Cortex-1,CEMBA_3C,#5fc636,#9d5d24,#9d5d24,Isocortex,MOp,"MOp,MOs","MOp:61,MOs:39",2,1200,,2A3C,2C,FALSE,,,Separate snm3C-seq dissections combined from previous projects
162,Cortex-2,CEMBA_3C,#5fc636,#e09132,#e09132,Isocortex,MOp,"MOp,MOs","MOp:82,MOs:18",4,1200,,4A3C,3C,FALSE,,,Separate snm3C-seq dissections combined from previous projects
163,Cortex-2,CEMBA_3C,#5fc636,#e09132,#e09132,Isocortex,MOp,"MOp,MOs","MOp:85,MOs:15",4,1200,,4A3C,4B,FALSE,,,Separate snm3C-seq dissections combined from previous projects
164,Cortex-4,CEMBA_3C,#5fc636,#6e5e2f,#6e5e2f,Isocortex,MOp,"MOp,MOs","MOp:89,MOs:11",6,1200,,6A3C,5D,FALSE,,,Separate snm3C-seq dissections combined from previous projects
165,ACA,BROAD_TENX,#176CDB,#8c564b,#8c564b,Isocortex,ACA,ACA,,,,,,,,,,
166,MOpA,BROAD_TENX,#176CDB,#176CDB,#399DE5,Isocortex,MOp,MOp,,,,,,,,,,
167,MOpM,BROAD_TENX,#176CDB,#176CDB,#176CDB,Isocortex,MOp,MOp,,,,,,,,,,
168,MOpP,BROAD_TENX,#176CDB,#176CDB,#2F538E,Isocortex,MOp,MOp,,,,,,,,,,
169,S1,BROAD_TENX,#176CDB,#2ca02c,#2ca02c,Isocortex,SSp,SSp,,,,,,,,,,
170,RSPA,BROAD_TENX,#176CDB,#8a3edc,#ba7fd6,Isocortex,RSP,RSP,,,,,,,,,,
171,RSPM,BROAD_TENX,#176CDB,#8a3edc,#d947c7,Isocortex,RSP,RSP,,,,,,,,,,
172,RSPP,BROAD_TENX,#176CDB,#8a3edc,#824ac3,Isocortex,RSP,RSP,,,,,,,,,,
173,AUD,BROAD_TENX,#176CDB,#e193cd,#e193cd,Isocortex,AUD,AUD,,,,,,,,,,
174,VIS,BROAD_TENX,#176CDB,#415da7,#3954b6,Isocortex,VIS,VIS,,,,,,,,,,
175,VISP,BROAD_TENX,#176CDB,#415da4,#3fcae1,Isocortex,VISp,VISp,,,,,,,,,,
176,CTXANG,BROAD_TENX,#176CDB,#F2CE80,#F2CE80,Isocortex,Isocortex,Isocortex,,,,,,,,,,
177,CTXDLFC,BROAD_TENX,#176CDB,#6FCAD1,#8EE3F4,Isocortex,Isocortex,Isocortex,,,,,,,,,,
178,CTXMTG,BROAD_TENX,#176CDB,#6FCAD1,#6FCAD1,Isocortex,Isocortex,Isocortex,,,,,,,,,,
179,OLFOLF,BROAD_TENX,#ff7f0e,#ff7f0e,#ff7f0e,OLF,OLF,OLF,,,,,,,,,,
180,HPFCA1,BROAD_TENX,#d62728,#d62728,#FCDAA4,HPF,CA,CA,,,,,,,,,,
181,HPFCA2,BROAD_TENX,#d62728,#d62728,#FF6347,HPF,CA,CA,,,,,,,,,,
182,HPFCA2CA3,BROAD_TENX,#d62728,#d62728,#DC831E,HPF,CA,CA,,,,,,,,,,
183,HPFCA2CA31,BROAD_TENX,#d62728,#d62728,#3C1518,HPF,CA,CA,,,,,,,,,,
184,HPFCA2CA32,BROAD_TENX,#d62728,#d62728,#a95426,HPF,CA,CA,,,,,,,,,,
185,HPFCA3,BROAD_TENX,#d62728,#d62728,#a77351,HPF,CA,CA,,,,,,,,,,
186,HPFDG1,BROAD_TENX,#d62728,#FFAAAA,#FFAAAA,HPF,DG,DG,,,,,,,,,,
187,HPFDG2,BROAD_TENX,#d62728,#FFAAAA,#EF486F,HPF,DG,DG,,,,,,,,,,
188,HPFDG3,BROAD_TENX,#d62728,#FFAAAA,#800000,HPF,DG,DG,,,,,,,,,,
189,ENTENT,BROAD_TENX,#d62728,#d24ecd,#d991c1,HPF,ENT,ENT,,,,,,,,,,
190,SUBM,BROAD_TENX,#d62728,#d24ecd,#813f68,HPF,SUB,SUB,,,,,,,,,,
191,AMY,BROAD_TENX,#508eda,#508eda,#508eda,CTXsp,"CTXsp,sAMY","CTXsp,sAMY",,,,,,,,,,
192,BNST1,BROAD_TENX,#508eda,#a98ae0,#a98ae0,CNU,PAL,BST,,,,,,,,,,The Bed Nucleus of the Stria Terminalis (BST in CCF)
193,BNST2,BROAD_TENX,#508eda,#a98ae0,#c84be4,CNU,PAL,BST,,,,,,,,,,The Bed Nucleus of the Stria Terminalis (BST in CCF)
194,BNST3,BROAD_TENX,#508eda,#a98ae0,#7245d9,CNU,PAL,BST,,,,,,,,,,The Bed Nucleus of the Stria Terminalis (BST in CCF)
195,STRdCP,BROAD_TENX,#7B42CD,#7B42CD,#7B42CD,CNU,CP,CP,,,,,,,,,,
196,LSXLSNSH,BROAD_TENX,#a83795,#a83795,#e239a5,CNU,LSX,LSX,,,,,,,,,,
197,PALdGP,BROAD_TENX,#a83795,#a83795,#e376ad,CNU,PAL,"GPe,GPi",,,,,,,,,,
198,PALmMSC,BROAD_TENX,#a83795,#a83795,#a83795,CNU,PAL,MSC,,,,,,,,,,
199,PALmTRS,BROAD_TENX,#a83795,#a83795,#9467bd,CNU,PAL,TRS,,,,,,,,,,
200,PALmTRSSF,BROAD_TENX,#a83795,#a83795,#C24AF4,CNU,PAL,"TRS,SF",,,,,,,,,,
201,PALvSIMANDB,BROAD_TENX,#a83795,#a83795,#df5493,CNU,PAL,"SI,MA,NDB",,,,,,,,,,
202,THT1,BROAD_TENX,#9f4021,#9f4021,#e48163,TH,TH,TH,,,,,,,,,,
203,THT2,BROAD_TENX,#9f4021,#9f4021,#9f4021,TH,TH,TH,,,,,,,,,,
204,THT3,BROAD_TENX,#9f4021,#9f4021,#7f4d2d,TH,TH,TH,,,,,,,,,,
205,THT4,BROAD_TENX,#9f4021,#9f4021,#d19c72,TH,TH,TH,,,,,,,,,,
206,THT5,BROAD_TENX,#9f4021,#9f4021,#d79031,TH,TH,TH,,,,,,,,,,
207,THT6,BROAD_TENX,#9f4021,#9f4021,#df4c27,TH,TH,TH,,,,,,,,,,
208,THT7,BROAD_TENX,#9f4021,#9f4021,#ff7f6e,TH,TH,TH,,,,,,,,,,
209,THT8,BROAD_TENX,#9f4021,#9f4021,#a77351,TH,TH,TH,,,,,,,,,,
210,HY1,BROAD_TENX,#d68790,#d68790,#d68790,HY,HY,HY,,,,,,,,,,
211,HY2,BROAD_TENX,#d68790,#d68790,#d86b6a,HY,HY,HY,,,,,,,,,,
212,HY3,BROAD_TENX,#d68790,#d68790,#db3f4a,HY,HY,HY,,,,,,,,,,
213,HY4,BROAD_TENX,#d68790,#d68790,#d1407a,HY,HY,HY,,,,,,,,,,
214,HY5,BROAD_TENX,#d68790,#d68790,#8b3841,HY,HY,HY,,,,,,,,,,
215,HY6,BROAD_TENX,#d68790,#d68790,#622237,HY,HY,HY,,,,,,,,,,
216,MBL1,BROAD_TENX,#74e44b,#74e44b,#74e44b,MB,MB,MB,,,,,,,,,,
217,MBL2,BROAD_TENX,#74e44b,#74e44b,#316751,MB,MB,MB,,,,,,,,,,
218,MBL3,BROAD_TENX,#74e44b,#74e44b,#326e2b,MB,MB,MB,,,,,,,,,,
219,MBL4,BROAD_TENX,#74e44b,#74e44b,#54ad43,MB,MB,MB,,,,,,,,,,
220,MBL4A,BROAD_TENX,#74e44b,#74e44b,#88ddbf,MB,MB,MB,,,,,,,,,,
221,MBL4B,BROAD_TENX,#74e44b,#74e44b,#6ae296,MB,MB,MB,,,,,,,,,,
222,MBL5,BROAD_TENX,#74e44b,#74e44b,#cee39a,MB,MB,MB,,,,,,,,,,
223,MBL6,BROAD_TENX,#74e44b,#74e44b,#52602b,MB,MB,MB,,,,,,,,,,
224,MBL7,BROAD_TENX,#74e44b,#74e44b,#52a27d,MB,MB,MB,,,,,,,,,,
225,MBM1,BROAD_TENX,#74e44b,#74e44b,#94a66b,MB,MB,MB,,,,,,,,,,
226,MBM2,BROAD_TENX,#74e44b,#74e44b,#c4e14a,MB,MB,MB,,,,,,,,,,
227,MBM3,BROAD_TENX,#74e44b,#74e44b,#58afd5,MB,MB,MB,,,,,,,,,,
228,MBM4,BROAD_TENX,#74e44b,#74e44b,#427396,MB,MB,MB,,,,,,,,,,
229,MBM4A,BROAD_TENX,#74e44b,#74e44b,#538edf,MB,MB,MB,,,,,,,,,,
230,MBM4B,BROAD_TENX,#74e44b,#74e44b,#91a1d3,MB,MB,MB,,,,,,,,,,
231,MBM5,BROAD_TENX,#74e44b,#74e44b,#4a64ad,MB,MB,MB,,,,,,,,,,
232,MBM6,BROAD_TENX,#74e44b,#74e44b,#777de8,MB,MB,MB,,,,,,,,,,
233,MBM7,BROAD_TENX,#74e44b,#74e44b,#4245a1,MB,MB,MB,,,,,,,,,,
234,MBSNrSNc,BROAD_TENX,#74e44b,#74e44b,#6b5fe5,MB,MB,"SNr,SNc",,,,,,,,,,
235,BSL1,BROAD_TENX,#78cbe6,#58afd5,#50c640,BS,BS,BS,,,,,,,,,,
236,BSL1a,BROAD_TENX,#78cbe6,#58afd5,#407846,BS,BS,BS,,,,,,,,,,
237,BSL1b,BROAD_TENX,#78cbe6,#58afd5,#57bc71,BS,BS,BS,,,,,,,,,,
238,BSL2,BROAD_TENX,#78cbe6,#58afd5,#58afd5,BS,BS,BS,,,,,,,,,,
239,BSL3,BROAD_TENX,#78cbe6,#58afd5,#427396,BS,BS,BS,,,,,,,,,,
240,BSL4,BROAD_TENX,#78cbe6,#58afd5,#538edf,BS,BS,BS,,,,,,,,,,
241,BSL5,BROAD_TENX,#78cbe6,#58afd5,#91a1d3,BS,BS,BS,,,,,,,,,,
242,BSL6,BROAD_TENX,#78cbe6,#58afd5,#4a64ad,BS,BS,BS,,,,,,,,,,
243,BSL7,BROAD_TENX,#78cbe6,#58afd5,#525683,BS,BS,BS,,,,,,,,,,
244,BSL8,BROAD_TENX,#78cbe6,#58afd5,#2c346e,BS,BS,BS,,,,,,,,,,
245,BSM1,BROAD_TENX,#78cbe6,#6b5fe5,#777de8,BS,BS,BS,,,,,,,,,,
246,BSM2,BROAD_TENX,#78cbe6,#6b5fe5,#4245a1,BS,BS,BS,,,,,,,,,,
247,BSM3,BROAD_TENX,#78cbe6,#6b5fe5,#6b5fe5,BS,BS,BS,,,,,,,,,,
248,BSM4,BROAD_TENX,#78cbe6,#6b5fe5,#4b2399,BS,BS,BS,,,,,,,,,,
249,BSM5,BROAD_TENX,#78cbe6,#6b5fe5,#7335d1,BS,BS,BS,,,,,,,,,,
250,BSM6,BROAD_TENX,#78cbe6,#6b5fe5,#b891e0,BS,BS,BS,,,,,,,,,,
251,BSM7,BROAD_TENX,#78cbe6,#6b5fe5,#9f53c3,BS,BS,BS,,,,,,,,,,
252,BSM8,BROAD_TENX,#78cbe6,#6b5fe5,#4c3355,BS,BS,BS,,,,,,,,,,
253,DCNF1,BROAD_TENX,#66458d,#66458d,#777de8,HB,MY,DCN,,,,,,,,,,
254,DCNF2,BROAD_TENX,#66458d,#66458d,#4245a1,HB,MY,DCN,,,,,,,,,,
255,DCNF3,BROAD_TENX,#66458d,#66458d,#6b5fe5,HB,MY,DCN,,,,,,,,,,
256,DCNM2,BROAD_TENX,#66458d,#66458d,#4b2399,HB,MY,DCN,,,,,,,,,,
257,DCNM3,BROAD_TENX,#66458d,#66458d,#7335d1,HB,MY,DCN,,,,,,,,,,
258,DCNM4,BROAD_TENX,#66458d,#66458d,#b891e0,HB,MY,DCN,,,,,,,,,,
259,NTSF3,BROAD_TENX,#66458d,#9f53c3,#9f53c3,HB,MY,NTS,,,,,,,,,,
260,NTSF4,BROAD_TENX,#66458d,#9f53c3,#4c3355,HB,MY,NTS,,,,,,,,,,
261,NTSM1,BROAD_TENX,#66458d,#9f53c3,#90619f,HB,MY,NTS,,,,,,,,,,
262,NTSM3,BROAD_TENX,#66458d,#9f53c3,#552466,HB,MY,NTS,,,,,,,,,,
263,NTSM4,BROAD_TENX,#66458d,#9f53c3,#c84be4,HB,MY,NTS,,,,,,,,,,
264,CBAN1,BROAD_TENX,#deb34c,#deb34c,#d53f3d,CB,CB,AN,,,,,,,,,,
265,CBAN2,BROAD_TENX,#deb34c,#deb34c,#80241e,CB,CB,AN,,,,,,,,,,
266,CBCOP,BROAD_TENX,#deb34c,#deb34c,#e24720,CB,CB,COPY,,,,,,,,,,
267,CBCUL,BROAD_TENX,#deb34c,#deb34c,#a95426,CB,CB,CUL,,,,,,,,,,
268,CBDEC,BROAD_TENX,#deb34c,#deb34c,#a77351,CB,CB,DEC,,,,,,,,,,
269,CBF,BROAD_TENX,#deb34c,#deb34c,#e28837,CB,CB,CB,,,,,,,,,,
270,CBI,BROAD_TENX,#deb34c,#deb34c,#d9a47b,CB,CB,CB,,,,,,,,,,
271,CBII,BROAD_TENX,#deb34c,#deb34c,#603e1d,CB,CB,CB,,,,,,,,,,
272,CBIV,BROAD_TENX,#deb34c,#deb34c,#94792f,CB,CB,CB,,,,,,,,,,
273,CBIX,BROAD_TENX,#deb34c,#deb34c,#cca837,CB,CB,CB,,,,,,,,,,
274,CBPF,BROAD_TENX,#deb34c,#deb34c,#aeb25e,CB,CB,PFL,,,,,,,,,,
275,CBPRM,BROAD_TENX,#deb34c,#deb34c,#62692c,CB,CB,PRM,,,,,,,,,,
276,CBSIM,BROAD_TENX,#deb34c,#deb34c,#97bb35,CB,CB,SIM,,,,,,,,,,
